time,sensor,PM2.5,PM10
2020-06-07 07:32:02,sds011_38CF,19.8,29.2
2020-06-07 07:33:13,sds011_38CF,21.4,33.9
2020-06-07 07:34:25,sds011_38CF,20.7,29.7
2020-06-07 07:35:28,sds011_38CF,20.3,29.5
2020-06-07 07:36:39,sds011_38CF,19.7,28.3
2020-06-07 07:37:51,sds011_38CF,19.1,29.4
2020-06-07 07:39:02,sds011_38CF,20.6,31.8
2020-06-07 07:40:13,sds011_38CF,17.2,23.6
2020-06-07 07:41:25,sds011_38CF,18.4,29.0
2020-06-07 07:42:36,sds011_38CF,19.5,28.2
2020-06-07 07:43:48,sds011_38CF,18.2,28.7
2020-06-07 07:44:59,sds011_38CF,18.0,29.1
2020-06-07 07:46:12,sds011_38CF,18.5,25.7
2020-06-07 07:47:24,sds011_38CF,19.7,31.1
2020-06-07 07:48:35,sds011_38CF,17.7,23.6
2020-06-07 07:49:46,sds011_38CF,16.3,22.6
2020-06-07 07:50:50,sds011_38CF,17.6,25.3
2020-06-07 07:52:01,sds011_38CF,18.8,27.3
2020-06-07 07:53:13,sds011_38CF,17.3,27.1
2020-06-07 07:54:24,sds011_38CF,18.1,27.3
2020-06-07 07:55:36,sds011_38CF,17.6,27.3
2020-06-07 07:56:49,sds011_38CF,16.6,25.1
2020-06-07 07:58:01,sds011_38CF,18.2,29.4
2020-06-07 07:59:04,sds011_38CF,18.9,33.5
2020-06-07 08:00:16,sds011_38CF,17.3,29.2
2020-06-07 08:01:27,sds011_38CF,17.2,27.5
2020-06-07 08:02:38,sds011_38CF,17.7,22.3
2020-06-07 08:03:50,sds011_38CF,17.1,24.9
2020-06-07 08:05:01,sds011_38CF,16.9,28.3
2020-06-07 08:06:12,sds011_38CF,16.4,23.6
2020-06-07 08:07:24,sds011_38CF,15.9,26.8
2020-06-07 08:08:27,sds011_38CF,16.0,23.4
2020-06-07 08:09:38,sds011_38CF,15.9,22.5
2020-06-07 08:10:50,sds011_38CF,15.6,23.3
2020-06-07 08:12:01,sds011_38CF,15.9,29.1
2020-06-07 08:13:04,sds011_38CF,14.9,21.8
2020-06-07 08:14:16,sds011_38CF,15.6,24.6
2020-06-07 08:15:27,sds011_38CF,15.5,21.4
2020-06-07 08:16:39,sds011_38CF,15.5,25.1
2020-06-07 08:17:50,sds011_38CF,14.1,19.6
2020-06-07 08:19:03,sds011_38CF,14.7,22.0
2020-06-07 08:20:15,sds011_38CF,14.1,18.2
2020-06-07 08:21:27,sds011_38CF,14.5,20.6
2020-06-07 08:22:38,sds011_38CF,13.9,19.8
2020-06-07 08:23:49,sds011_38CF,13.5,18.5
2020-06-07 08:25:01,sds011_38CF,14.2,18.9
2020-06-07 08:26:12,sds011_38CF,14.2,21.4
2020-06-07 08:27:23,sds011_38CF,14.5,21.7
2020-06-07 08:28:27,sds011_38CF,14.7,23.6
2020-06-07 08:29:38,sds011_38CF,13.8,21.1
2020-06-07 08:30:49,sds011_38CF,14.5,23.0
2020-06-07 08:32:01,sds011_38CF,15.0,28.2
